typeCode,freqCode,refPeriodId,Year,refMonth,period,reporterCode,reporterISO,Country,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,import_value,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,36,AUS,Australia,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,71213.431,85452144.0,71213431.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,50,BGD,Bangladesh,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,3346.61,85452144.0,3346610.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,56,BEL,Belgium,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,216014.45,85452144.0,216014450.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,124,CAN,Canada,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,307084.17,85452144.0,307084170.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,144,LKA,Sri Lanka,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,7130.66,85452144.0,7130660.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,156,CHN,China,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1156737.469,85452144.0,1156737469.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,191,HRV,Croatia,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1188.149,85452144.0,1188149.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,251,FRA,France,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,994572.648,85452144.0,994572648.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,276,DEU,Germany,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1261830.185,85452144.0,1261830185.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,364,IRN,Iran,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2548.941,85452144.0,2548941.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,368,IRQ,Iraq,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.138,85452144.0,138.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,376,ISR,Israel,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,107137.862,85452144.0,107137862.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,380,ITA,Italy,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1014253.259,85452144.0,1014253259.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,392,JPN,Japan,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1006070.255,85452144.0,1006070255.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,586,PAK,Pakistan,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,30816.029,85452144.0,30816029.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,620,PRT,Portugal,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,42641.41,85452144.0,42641410.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,643,RUS,Russian Federation,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,113025.075,85452144.0,113025075.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,682,SAU,Saudi Arabia,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,26992.178,85452144.0,26992178.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,699,IND,India,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,145141.711,85452144.0,145141711.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,724,ESP,Spain,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,903562.985,85452144.0,903562985.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,752,SWE,Sweden,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,314710.375,85452144.0,314710375.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,826,GBR,United Kingdom,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,449206.743,85452144.0,449206743.0,0,False,0.0
C,A,20000101,2000,52,2000,32,ARG,Argentina,M,Import,842,USA,USA,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,4784868.41,85452144.0,4784868410.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,4,AFG,Afghanistan,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,32847.0,32847.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,32,ARG,Argentina,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,57636915.0,57636915.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,36,AUS,Australia,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,288391032.0,288391032.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,50,BGD,Bangladesh,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,46428416.0,46428416.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,56,BEL,Belgium,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,484826177.0,484826177.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,124,CAN,Canada,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,1170330831.0,1170330831.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,144,LKA,Sri Lanka,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,50761036.0,50761036.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,156,CHN,China,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,5568963786.0,5568963786.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,191,HRV,Croatia,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,6151313.0,6151313.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,251,FRA,France,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,1426364561.0,1426364561.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,276,DEU,Germany,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,3582934728.0,3582934728.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,364,IRN,Iran,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,18874223.0,18874223.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,368,IRQ,Iraq,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,78237145.0,78237145.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,376,ISR,Israel,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,253560794.0,253560794.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,380,ITA,Italy,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,1936854207.0,1936854207.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,392,JPN,Japan,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,9413281646.0,9413281646.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,586,PAK,Pakistan,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,114311959.0,114311959.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,620,PRT,Portugal,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,104166083.0,104166083.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,643,RUS,Russian Federation,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,17165157.0,17165157.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,682,SAU,Saudi Arabia,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,944428025.0,944428025.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,699,IND,India,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,452753101.0,452753101.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,724,ESP,Spain,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,411566937.0,411566937.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,752,SWE,Sweden,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,984163408.0,984163408.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,826,GBR,United Kingdom,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,4174793313.0,4174793313.0,0,False,0.0
C,A,20000101,2000,52,2000,36,AUS,Australia,M,Import,842,USA,USA,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,768794.401,14255578352.0,14255578352.0,0,False,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,4,AFG,Afghanistan,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,31.948,85452144.0,31948.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,32,ARG,Argentina,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,336086.96,85452144.0,336086960.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,36,AUS,Australia,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,198273.515,85452144.0,198273515.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,56,BEL,Belgium,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,27673.149,85452144.0,27673149.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,124,CAN,Canada,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,115621.671,85452144.0,115621671.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,144,LKA,Sri Lanka,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,8049.281,85452144.0,8049281.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,156,CHN,China,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,856965.013,85452144.0,856965013.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,191,HRV,Croatia,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,37.594,85452144.0,37594.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,251,FRA,France,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,112335.663,85452144.0,112335663.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,276,DEU,Germany,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,163846.989,85452144.0,163846989.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,364,IRN,Iran,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,40660.636,85452144.0,40660636.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,368,IRQ,Iraq,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.401,85452144.0,401.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,376,ISR,Israel,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,257.727,85452144.0,257727.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,380,ITA,Italy,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,69277.954,85452144.0,69277954.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,392,JPN,Japan,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,561601.621,85452144.0,561601621.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,586,PAK,Pakistan,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,107416.468,85452144.0,107416468.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,620,PRT,Portugal,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,703.31,85452144.0,703310.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,643,RUS,Russian Federation,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,85286.813,85452144.0,85286813.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,682,SAU,Saudi Arabia,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,208964.929,85452144.0,208964929.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,699,IND,India,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,614541.137,85452144.0,614541137.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,724,ESP,Spain,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,37877.727,85452144.0,37877727.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,752,SWE,Sweden,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,20524.433,85452144.0,20524433.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,826,GBR,United Kingdom,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,144502.362,85452144.0,144502362.0,0,True,0.0
C,A,20000101,2000,52,2000,50,BGD,Bangladesh,M,Import,842,USA,USA,0,W00,World,H0,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,268901.025,85452144.0,268901025.0,0,True,0.0
C,A,20000101,2000,52,2000,56,BEL,Belgium,M,Import,4,AFG,Afghanistan,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,18132.932,85452144.0,18132932.0,0,False,0.0
C,A,20000101,2000,52,2000,56,BEL,Belgium,M,Import,32,ARG,Argentina,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,335411.763,85452144.0,335411763.0,0,False,0.0
C,A,20000101,2000,52,2000,56,BEL,Belgium,M,Import,36,AUS,Australia,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,578694.75,85452144.0,578694750.0,0,False,0.0
C,A,20000101,2000,52,2000,56,BEL,Belgium,M,Import,50,BGD,Bangladesh,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,258669.23,85452144.0,258669230.0,0,False,0.0
C,A,20000101,2000,52,2000,56,BEL,Belgium,M,Import,124,CAN,Canada,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1395068.171,85452144.0,1395068171.0,0,False,0.0
C,A,20000101,2000,52,2000,56,BEL,Belgium,M,Import,144,LKA,Sri Lanka,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,229239.282,85452144.0,229239282.0,0,False,0.0
C,A,20000101,2000,52,2000,56,BEL,Belgium,M,Import,156,CHN,China,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,3693671.434,85452144.0,3693671434.0,0,False,0.0
C,A,20000101,2000,52,2000,56,BEL,Belgium,M,Import,191,HRV,Croatia,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,47003.961,85452144.0,47003961.0,0,False,0.0
C,A,20000101,2000,52,2000,56,BEL,Belgium,M,Import,251,FRA,France,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,22419903.833,85452144.0,22419903833.0,0,False,0.0
C,A,20000101,2000,52,2000,56,BEL,Belgium,M,Import,276,DEU,Germany,0,W00,World,H1,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1.0,,0.0,0,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,29047548.959,85452144.0,29047548959.0,0,False,0.0
